47.379,47.174,1,17.3,26
50.451,49.018,1,0,2
47.581,42.79,1,3.05,10
50.97,49.926,1,6.65,14
58.229,56.484,1,4.4,18
49.829,60.141,1,1.7,28
49.24,51.434,1,6.35,16
54.717,49.182,1,11.1,6
49.163,49.681,1,6.4,8
47.955,52.447,1,5.7,20
53.486,51.213,2,6.65,15
54.051,42.57,2,6.3,25
50.104,51.039,2,11.6,27
44.878,49.959,2,0,3
50.208,54.051,2,8.7,19
54.501,49.023,2,9.45,29
43.846,47.969,2,6.7,13
48.131,44.624,2,2.8,7
50.335,56.738,2,6.6,9
54.94,46.868,2,0,1
50.182,47.37,2,7.35,11
49.401,46.685,2,0,5
